,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.956,0.90323234,0.9,0.8997995,33.768078,100.0,0.642079,3,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,0.9329091,0.85959595,0.8527273,0.8509349,34.15398,101.0,0.6496311,3,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,0.964,0.90141416,0.9,0.89984965,33.764027,100.0,0.64189094,3,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,0.996,0.9727273,0.97,0.9699248,0.2729838,100.0,0.0040585264,3,session_0,14,3,Zhou 2016,Cov+EN
4,0.9663636,0.91252524,0.9109091,0.91037595,0.19391584,101.0,0.0029991858,3,session_1,14,3,Zhou 2016,Cov+EN
5,0.994,0.9727273,0.97,0.9699248,0.3041574,100.0,0.004411611,3,session_2,14,3,Zhou 2016,Cov+EN
6,0.93,0.87874126,0.87,0.86925936,0.52346385,100.0,0.007995229,3,session_0,14,3,Zhou 2016,CSP+LDA
7,0.95836365,0.9175,0.91,0.90978295,0.30692196,101.0,0.004378862,3,session_1,14,3,Zhou 2016,CSP+LDA
8,0.994,0.9818182,0.98,0.9799499,0.32292256,100.0,0.0046726745,3,session_2,14,3,Zhou 2016,CSP+LDA
9,1.0,0.9560606,0.95,0.94972277,192.31361,100.0,3.7424324,3,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,0.96418184,0.8732323,0.8709091,0.8707337,196.65054,101.0,3.8262045,3,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,0.97,0.92141414,0.92,0.91984963,193.52132,100.0,3.767127,3,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,0.992,0.9818182,0.98,0.9799499,0.14434132,100.0,0.0019824659,3,session_0,14,3,Zhou 2016,FgMDM
13,0.94454545,0.89502525,0.8909091,0.8899719,0.15865393,101.0,0.0022339474,3,session_1,14,3,Zhou 2016,FgMDM
14,0.974,0.8921212,0.89,0.88977444,0.15403156,100.0,0.0021342274,3,session_2,14,3,Zhou 2016,FgMDM
15,0.926,0.8818182,0.88,0.87994987,0.12668142,100.0,0.0017288165,3,session_0,14,3,Zhou 2016,MDM
16,0.9178182,0.85997033,0.8518182,0.84979844,0.13202366,101.0,0.0017730222,3,session_1,14,3,Zhou 2016,MDM
17,0.95,0.8437121,0.84,0.83939546,0.12843795,100.0,0.001727097,3,session_2,14,3,Zhou 2016,MDM
18,1.0,0.94848484,0.94,0.9395458,0.29365325,100.0,0.004364398,3,session_0,14,3,Zhou 2016,TANG+SVM
19,0.96236366,0.8832323,0.8809091,0.88030076,0.20321068,101.0,0.0031684893,3,session_1,14,3,Zhou 2016,TANG+SVM
20,0.976,0.92494947,0.92,0.9196977,0.19797254,100.0,0.003045304,3,session_2,14,3,Zhou 2016,TANG+SVM
