,Unnamed: 0,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0,0.9952,0.9807692,0.98,0.979992,92.75792,200.0,0.25008336,1,session_A,13,2,001-2015,ACM+MDM(Grid)
1,1,0.9995,0.9716981,0.97,0.96997297,189.37538,200.0,0.5092565,1,session_B,13,2,001-2015,ACM+MDM(Grid)
2,2,0.9999,0.9854369,0.985,0.9849966,1.1350713,200.0,0.0026134008,1,session_A,13,2,001-2015,Cov+EN
3,3,0.9996,0.9854369,0.985,0.9849966,2.2882102,200.0,0.005286082,1,session_B,13,2,001-2015,Cov+EN
4,4,0.99,0.9716981,0.97,0.96997297,3.622592,200.0,0.009506042,1,session_A,13,2,001-2015,CSP+LDA
5,5,0.9993,0.98019207,0.98,0.979998,4.790555,200.0,0.012220503,1,session_B,13,2,001-2015,CSP+LDA
6,6,0.9998,0.9854369,0.985,0.9849966,554.9248,200.0,1.5230174,1,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
7,7,0.9995,0.98504853,0.985,0.9849996,1102.4504,200.0,3.0324798,1,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
8,8,0.9998,0.9854369,0.985,0.9849966,0.79343176,200.0,0.0020148547,1,session_A,13,2,001-2015,FgMDM
9,9,0.9998,0.98504853,0.985,0.9849996,1.5056162,200.0,0.0037802546,1,session_B,13,2,001-2015,FgMDM
10,10,0.9963,0.9807692,0.98,0.979992,0.50737834,200.0,0.0012095219,1,session_A,13,2,001-2015,MDM
11,11,0.9996,0.9716981,0.97,0.96997297,0.9032414,200.0,0.002023693,1,session_B,13,2,001-2015,MDM
12,12,0.9996,0.9854369,0.985,0.9849966,0.97197556,200.0,0.0021879592,1,session_A,13,2,001-2015,TANG+SVM
13,13,0.9995,0.98504853,0.985,0.9849996,1.8957567,200.0,0.004191997,1,session_B,13,2,001-2015,TANG+SVM
0,0,0.9907,0.95454544,0.95,0.9498747,118.30662,200.0,0.28850377,2,session_A,13,2,001-2015,ACM+MDM(Grid)
1,1,0.9911,0.9750475,0.975,0.97499937,241.07483,200.0,0.5878041,2,session_B,13,2,001-2015,ACM+MDM(Grid)
2,2,0.9903,0.95454544,0.95,0.9498747,1.172126,200.0,0.0024313142,2,session_A,13,2,001-2015,Cov+EN
3,3,0.9849,0.9654189,0.965,0.9649921,2.1112578,200.0,0.0044033923,2,session_B,13,2,001-2015,Cov+EN
4,4,0.9867,0.962963,0.96,0.9599359,3.6312923,200.0,0.008511945,2,session_A,13,2,001-2015,CSP+LDA
5,5,0.9828,0.9654189,0.965,0.9649921,4.794339,200.0,0.010956423,2,session_B,13,2,001-2015,CSP+LDA
6,6,0.9921,0.95454544,0.95,0.9498747,575.953,200.0,1.4472691,2,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
7,7,0.9904,0.9601841,0.96,0.959996,1166.3217,200.0,2.9371116,2,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
8,8,0.982,0.9464286,0.94,0.9397832,0.8246174,200.0,0.0018454513,2,session_A,13,2,001-2015,FgMDM
9,9,0.9855,0.94283414,0.94,0.93990386,1.5130391,200.0,0.0033773265,2,session_B,13,2,001-2015,FgMDM
10,10,0.9848,0.9464286,0.94,0.9397832,0.47888565,200.0,0.0010479188,2,session_A,13,2,001-2015,MDM
11,11,0.9808,0.95018005,0.95,0.949995,0.86766934,200.0,0.0017957671,2,session_B,13,2,001-2015,MDM
12,12,0.9917,0.9464286,0.94,0.9397832,0.9913628,200.0,0.0020266639,2,session_A,13,2,001-2015,TANG+SVM
13,13,0.9835,0.9654189,0.965,0.9649921,1.8665502,200.0,0.0037578787,2,session_B,13,2,001-2015,TANG+SVM
0,0,0.9923,0.94017607,0.94,0.939994,97.981316,200.0,0.2553642,3,session_A,13,2,001-2015,ACM+MDM(Grid)
1,1,0.9964,0.83557045,0.755,0.7393548,219.7159,200.0,0.57003635,3,session_B,13,2,001-2015,ACM+MDM(Grid)
2,2,0.9944,0.9283966,0.92,0.9196061,0.96911454,200.0,0.0021915447,3,session_A,13,2,001-2015,Cov+EN
3,3,0.9964,0.85211265,0.79,0.78031176,1.9068415,200.0,0.0043357997,3,session_B,13,2,001-2015,Cov+EN
4,4,0.9946,0.8875969,0.855,0.8518859,3.6483233,200.0,0.009372118,3,session_A,13,2,001-2015,CSP+LDA
5,5,0.997,0.9464286,0.94,0.9397832,4.839568,200.0,0.01206254,3,session_B,13,2,001-2015,CSP+LDA
6,6,0.9947,0.9310345,0.92,0.9194847,569.60547,200.0,1.5166466,3,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
7,7,0.9984,0.84013605,0.765,0.7512635,1157.9412,200.0,3.0815237,3,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
8,8,0.9973,0.86764705,0.82,0.8139727,0.7083926,200.0,0.0017802329,3,session_A,13,2,001-2015,FgMDM
9,9,0.995,0.8125,0.7,0.6703297,1.3908494,200.0,0.0034471306,3,session_B,13,2,001-2015,FgMDM
10,10,0.9911,0.93609023,0.935,0.93495935,0.50100017,200.0,0.0011776579,3,session_A,13,2,001-2015,MDM
11,11,0.9957,0.85971224,0.805,0.79729205,0.8898816,200.0,0.0019729198,3,session_B,13,2,001-2015,MDM
12,12,0.9947,0.9310345,0.92,0.9194847,0.949877,200.0,0.0020923153,3,session_A,13,2,001-2015,TANG+SVM
13,13,0.9961,0.8246753,0.73,0.70876926,1.7836082,200.0,0.0038921668,3,session_B,13,2,001-2015,TANG+SVM
0,0,0.9677,0.9014452,0.9,0.8999099,127.51989,200.0,0.31024528,4,session_A,13,2,001-2015,ACM+MDM(Grid)
