,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.78,0.8005698,0.78,0.78226966,78.42752,301.0,0.51143223,3,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,0.7284768,0.78255403,0.72732025,0.73094887,145.82275,300.0,0.956213,3,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,0.76666665,0.7664559,0.76666665,0.766514,215.36328,301.0,1.4139029,3,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,0.88,0.8817508,0.88,0.8794319,1.0736029,301.0,0.0060497425,3,session_0,14,3,Zhou 2016,Cov+EN
4,0.78145695,0.80006105,0.7807843,0.78040975,1.7986529,300.0,0.010156469,3,session_1,14,3,Zhou 2016,Cov+EN
5,0.8933333,0.8965045,0.8933333,0.8937049,2.7163546,301.0,0.015303529,3,session_2,14,3,Zhou 2016,Cov+EN
6,0.8333333,0.8350126,0.8333333,0.83379066,3.1355286,301.0,0.018945383,3,session_0,14,3,Zhou 2016,CSP+LDA
7,0.8410596,0.8452057,0.84130716,0.84005755,4.210478,300.0,0.025068829,3,session_1,14,3,Zhou 2016,CSP+LDA
8,0.8666667,0.87365866,0.8666667,0.86685854,4.7189317,301.0,0.028047204,3,session_2,14,3,Zhou 2016,CSP+LDA
9,0.85333335,0.86007,0.85333335,0.8541667,424.0804,301.0,2.8341498,3,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,0.78807944,0.83072466,0.78745097,0.7901626,858.2125,300.0,5.7299795,3,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,0.8466667,0.8470085,0.8466667,0.84661865,1292.7781,301.0,8.632693,3,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,0.8333333,0.8337198,0.8333333,0.8326282,0.49410725,301.0,0.0030074397,3,session_0,14,3,Zhou 2016,FgMDM
13,0.7682119,0.7923929,0.7678431,0.767773,0.939548,300.0,0.005719286,3,session_1,14,3,Zhou 2016,FgMDM
14,0.85333335,0.85968304,0.85333335,0.85185736,1.4288855,301.0,0.008711012,3,session_2,14,3,Zhou 2016,FgMDM
15,0.76666665,0.7868079,0.76666665,0.768502,0.42922425,301.0,0.0025079488,3,session_0,14,3,Zhou 2016,MDM
16,0.7218543,0.76464754,0.7207843,0.72045267,0.65400076,300.0,0.0037667777,3,session_1,14,3,Zhou 2016,MDM
17,0.78,0.7794184,0.78,0.7796546,0.89285135,301.0,0.0051163672,3,session_2,14,3,Zhou 2016,MDM
18,0.88666666,0.89264673,0.88666666,0.8854333,0.8202288,301.0,0.004665643,3,session_0,14,3,Zhou 2016,TANG+SVM
19,0.7615894,0.8121086,0.7605229,0.7631211,1.4667208,300.0,0.008291286,3,session_1,14,3,Zhou 2016,TANG+SVM
20,0.84,0.8433484,0.84,0.84065735,2.1081502,301.0,0.011925518,3,session_2,14,3,Zhou 2016,TANG+SVM
