,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.76,0.7772682,0.76,0.7576567,99.93567,285.0,1.3693129,2,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,0.7777778,0.78333336,0.7777778,0.76822263,203.10495,300.0,2.787858,2,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,0.76,0.79914707,0.76,0.75342053,301.39362,285.0,4.143791,2,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,0.7733333,0.79826766,0.7733333,0.77276605,1.3139133,285.0,0.017495971,2,session_0,14,3,Zhou 2016,Cov+EN
4,0.65925926,0.7769157,0.65925926,0.6083118,2.300309,300.0,0.030737147,2,session_1,14,3,Zhou 2016,Cov+EN
5,0.68666667,0.7927502,0.68666667,0.6311553,3.4070203,285.0,0.04557754,2,session_2,14,3,Zhou 2016,Cov+EN
6,0.72,0.7313938,0.72,0.7194882,3.9269824,285.0,0.050083973,2,session_0,14,3,Zhou 2016,CSP+LDA
7,0.75555557,0.74961215,0.75555557,0.75028276,5.145323,300.0,0.06556383,2,session_1,14,3,Zhou 2016,CSP+LDA
8,0.8333333,0.8390972,0.8333333,0.8354261,5.930089,285.0,0.07539639,2,session_2,14,3,Zhou 2016,CSP+LDA
9,0.7866667,0.804613,0.7866667,0.7895425,486.88504,285.0,6.6110425,2,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,0.7777778,0.8034344,0.7777778,0.7570859,1015.55115,300.0,14.063745,2,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,0.74666667,0.82815737,0.74666667,0.7388305,1505.5459,285.0,20.966236,2,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,0.6933333,0.68966365,0.6933333,0.6900043,0.789284,285.0,0.010789245,2,session_0,14,3,Zhou 2016,FgMDM
13,0.7185185,0.7927778,0.7185185,0.67417467,1.5242016,300.0,0.020836467,2,session_1,14,3,Zhou 2016,FgMDM
14,0.64,0.81491387,0.64,0.5665533,2.2312324,285.0,0.030521082,2,session_2,14,3,Zhou 2016,FgMDM
15,0.76,0.7905031,0.76,0.7572763,0.44236517,285.0,0.006016833,2,session_0,14,3,Zhou 2016,MDM
16,0.77037036,0.77891797,0.77037036,0.7565012,0.7873702,300.0,0.010689133,2,session_1,14,3,Zhou 2016,MDM
17,0.7266667,0.819654,0.7266667,0.69441396,1.1389046,285.0,0.015429638,2,session_2,14,3,Zhou 2016,MDM
18,0.75333333,0.76787287,0.75333333,0.75079495,0.898993,285.0,0.0119807795,2,session_0,14,3,Zhou 2016,TANG+SVM
19,0.6814815,0.6884058,0.6814815,0.6570489,1.6247687,300.0,0.021674754,2,session_1,14,3,Zhou 2016,TANG+SVM
20,0.68666667,0.8094276,0.68666667,0.60346323,2.3691223,285.0,0.031566475,2,session_2,14,3,Zhou 2016,TANG+SVM
