,dataset,index,pipe1,pipe2,p,smd,nsub
77,001-2014,77,EEGNet_8_2,FgMDM,0.962890625,-0.6662514918923977,9
78,001-2014,78,FgMDM,FgMDM,0.001953125,0.0,9
79,001-2014,79,MDM,FgMDM,0.998046875,-0.8269411954346845,9
80,001-2014,80,ACM+MDM(MDOP),FgMDM,0.884765625,-0.45426679453251506,9
81,001-2014,81,ACM+TGSP+SVM(MDOP),FgMDM,0.337890625,0.12680078340700293,9
82,001-2014,82,ShallowConvNet,FgMDM,0.990234375,-0.6295624005526472,9
83,001-2014,83,TANG+SVM,FgMDM,0.119140625,0.4317435729121951,9
84,001-2014,84,ACM+MDM(Grid),MDM,0.001953125,0.6779901633522707,9
85,001-2014,85,ACM+TGSP+SVM(Grid),MDM,0.001953125,0.8138266404977252,9
86,001-2014,86,CSP+LDA,MDM,0.12890625,0.41100188882046823,9
87,001-2014,87,Cov+EN,MDM,0.001953125,0.9378707392176849,9
88,001-2014,88,DeepConvNet,MDM,0.955078125,-0.649103700797833,9
89,001-2014,89,EEGNet_8_2,MDM,0.859375,-0.3997955619641955,9
90,001-2014,90,FgMDM,MDM,0.001953125,0.8269411954346845,9
91,001-2014,91,MDM,MDM,0.001953125,0.0,9
92,001-2014,92,ACM+MDM(MDOP),MDM,0.00390625,0.8365387891082713,9
93,001-2014,93,ACM+TGSP+SVM(MDOP),MDM,0.001953125,1.1244673485984504,9
94,001-2014,94,ShallowConvNet,MDM,0.09375,0.4707130260223432,9
95,001-2014,95,TANG+SVM,MDM,0.00390625,0.8631503751631164,9
96,001-2014,96,ACM+MDM(Grid),ACM+MDM(MDOP),0.03125,0.49425086426926806,9
97,001-2014,97,ACM+TGSP+SVM(Grid),ACM+MDM(MDOP),0.001953125,0.7352644541465705,9
98,001-2014,98,CSP+LDA,ACM+MDM(MDOP),0.8515625,-0.4522890738447284,9
99,001-2014,99,Cov+EN,ACM+MDM(MDOP),0.0078125,0.9536643985559344,9
100,001-2014,100,DeepConvNet,ACM+MDM(MDOP),0.98828125,-0.8525362825023685,9
101,001-2014,101,EEGNet_8_2,ACM+MDM(MDOP),0.947265625,-0.5669026785675411,9
102,001-2014,102,FgMDM,ACM+MDM(MDOP),0.1171875,0.45426679453251506,9
103,001-2014,103,MDM,ACM+MDM(MDOP),0.998046875,-0.8365387891082713,9
104,001-2014,104,ACM+MDM(MDOP),ACM+MDM(MDOP),0.001953125,0.0,9
105,001-2014,105,ACM+TGSP+SVM(MDOP),ACM+MDM(MDOP),0.001953125,1.496881955395556,9
106,001-2014,106,ShallowConvNet,ACM+MDM(MDOP),0.841796875,-0.3647415975654779,9
107,001-2014,107,TANG+SVM,ACM+MDM(MDOP),0.009765625,0.7861826065975484,9
108,001-2014,108,ACM+MDM(Grid),ACM+TGSP+SVM(MDOP),0.341796875,0.2735191475056144,9
109,001-2014,109,ACM+TGSP+SVM(Grid),ACM+TGSP+SVM(MDOP),0.037109375,0.5518125654292272,9
110,001-2014,110,CSP+LDA,ACM+TGSP+SVM(MDOP),0.998046875,-0.7794857309090428,9
111,001-2014,111,Cov+EN,ACM+TGSP+SVM(MDOP),0.140625,0.41380166093054954,9
112,001-2014,112,DeepConvNet,ACM+TGSP+SVM(MDOP),0.998046875,-1.0487152219389517,9
113,001-2014,113,EEGNet_8_2,ACM+TGSP+SVM(MDOP),0.986328125,-0.7016756516802364,9
114,001-2014,114,FgMDM,ACM+TGSP+SVM(MDOP),0.6640625,-0.12680078340700293,9
115,001-2014,115,MDM,ACM+TGSP+SVM(MDOP),0.998046875,-1.1244673485984504,9
116,001-2014,116,ACM+MDM(MDOP),ACM+TGSP+SVM(MDOP),0.998046875,-1.496881955395556,9
117,001-2014,117,ACM+TGSP+SVM(MDOP),ACM+TGSP+SVM(MDOP),0.001953125,0.0,9
118,001-2014,118,ShallowConvNet,ACM+TGSP+SVM(MDOP),0.962890625,-0.7052368777781602,9
119,001-2014,119,TANG+SVM,ACM+TGSP+SVM(MDOP),0.337890625,0.20177718929021105,9
120,001-2014,120,ACM+MDM(Grid),ShallowConvNet,0.05859375,0.5311322747043278,9
121,001-2014,121,ACM+TGSP+SVM(Grid),ShallowConvNet,0.00390625,0.6963634616976674,9
122,001-2014,122,CSP+LDA,ShallowConvNet,0.736328125,-0.20884734535800314,9
123,001-2014,123,Cov+EN,ShallowConvNet,0.005859375,0.7203833654379178,9
124,001-2014,124,DeepConvNet,ShallowConvNet,0.986328125,-0.859684055778301,9
125,001-2014,125,EEGNet_8_2,ShallowConvNet,0.921875,-0.5134037690982609,9
126,001-2014,126,FgMDM,ShallowConvNet,0.01171875,0.6295624005526472,9
127,001-2014,127,MDM,ShallowConvNet,0.908203125,-0.4707130260223432,9
128,001-2014,128,ACM+MDM(MDOP),ShallowConvNet,0.16015625,0.3647415975654779,9
129,001-2014,129,ACM+TGSP+SVM(MDOP),ShallowConvNet,0.0390625,0.7052368777781602,9
130,001-2014,130,ShallowConvNet,ShallowConvNet,0.001953125,0.0,9
131,001-2014,131,TANG+SVM,ShallowConvNet,0.04296875,0.6364374887712578,9
132,001-2014,132,ACM+MDM(Grid),TANG+SVM,0.455078125,0.21474366654720736,9
133,001-2014,133,ACM+TGSP+SVM(Grid),TANG+SVM,0.001953125,0.5274994952566412,9
134,001-2014,134,CSP+LDA,TANG+SVM,0.98046875,-0.683053034951632,9
135,001-2014,135,Cov+EN,TANG+SVM,0.083984375,0.5354499757755038,9
136,001-2014,136,DeepConvNet,TANG+SVM,0.998046875,-0.9593746604644088,9
137,001-2014,137,EEGNet_8_2,TANG+SVM,0.978515625,-0.6723456117836548,9
138,001-2014,138,FgMDM,TANG+SVM,0.8828125,-0.4317435729121951,9
139,001-2014,139,MDM,TANG+SVM,0.998046875,-0.8631503751631164,9
140,001-2014,140,ACM+MDM(MDOP),TANG+SVM,0.9921875,-0.7861826065975484,9
141,001-2014,141,ACM+TGSP+SVM(MDOP),TANG+SVM,0.662109375,-0.20177718929021105,9
142,001-2014,142,ShallowConvNet,TANG+SVM,0.958984375,-0.6364374887712578,9
143,001-2014,143,TANG+SVM,TANG+SVM,0.001953125,0.0,9
144,001-2015,0,ACM+MDM(Grid),ACM+MDM(Grid),0.000244140625,0.0,12
145,001-2015,1,ACM+TGSP+SVM(Grid),ACM+MDM(Grid),0.00048828125,0.9869127004852484,12
146,001-2015,2,CSP+LDA,ACM+MDM(Grid),0.990234375,-0.7220057972845348,12
147,001-2015,3,Cov+EN,ACM+MDM(Grid),0.033447265625,0.6205696325626284,12
148,001-2015,4,DeepConvNet,ACM+MDM(Grid),0.81982421875,-0.30699718619779864,12
149,001-2015,5,EEGNet_8_2,ACM+MDM(Grid),0.502685546875,-0.0030969130323619948,12
150,001-2015,6,FgMDM,ACM+MDM(Grid),0.434326171875,0.07123131171123112,12
151,001-2015,7,MDM,ACM+MDM(Grid),0.999267578125,-1.142431005444861,12
152,001-2015,8,ACM+MDM(MDOP),ACM+MDM(Grid),0.99169921875,-0.758093640341639,12
153,001-2015,9,ACM+TGSP+SVM(MDOP),ACM+MDM(Grid),0.002197265625,0.9878860348095885,12
154,001-2015,10,ShallowConvNet,ACM+MDM(Grid),0.080810546875,0.4134072187063118,12
155,001-2015,11,TANG+SVM,ACM+MDM(Grid),0.130126953125,0.34497697848197845,12
156,001-2015,12,ACM+MDM(Grid),ACM+TGSP+SVM(Grid),0.999755859375,-0.9869127004852484,12
157,001-2015,13,ACM+TGSP+SVM(Grid),ACM+TGSP+SVM(Grid),0.000244140625,0.0,12
158,001-2015,14,CSP+LDA,ACM+TGSP+SVM(Grid),0.999755859375,-1.1959409075815062,12
159,001-2015,15,Cov+EN,ACM+TGSP+SVM(Grid),0.999755859375,-1.1037139714378144,12
160,001-2015,16,DeepConvNet,ACM+TGSP+SVM(Grid),0.999755859375,-0.6428225790502318,12
161,001-2015,17,EEGNet_8_2,ACM+TGSP+SVM(Grid),0.982177734375,-0.5299024026380176,12
162,001-2015,18,FgMDM,ACM+TGSP+SVM(Grid),0.998779296875,-0.9990675539055563,12
163,001-2015,19,MDM,ACM+TGSP+SVM(Grid),0.999755859375,-1.140104561577905,12
164,001-2015,20,ACM+MDM(MDOP),ACM+TGSP+SVM(Grid),0.99853515625,-0.9937126786208257,12
165,001-2015,21,ACM+TGSP+SVM(MDOP),ACM+TGSP+SVM(Grid),0.974853515625,-0.653041465378224,12
166,001-2015,22,ShallowConvNet,ACM+TGSP+SVM(Grid),0.802490234375,-0.29232305956993965,12
167,001-2015,23,TANG+SVM,ACM+TGSP+SVM(Grid),0.999755859375,-1.1353701458814962,12
168,001-2015,24,ACM+MDM(Grid),CSP+LDA,0.009765625,0.7220057972845348,12
169,001-2015,25,ACM+TGSP+SVM(Grid),CSP+LDA,0.000244140625,1.1959409075815062,12
170,001-2015,26,CSP+LDA,CSP+LDA,0.000244140625,0.0,12
171,001-2015,27,Cov+EN,CSP+LDA,0.000244140625,1.1034626398613514,12
172,001-2015,28,DeepConvNet,CSP+LDA,0.619384765625,-0.10153508646102495,12
173,001-2015,29,EEGNet_8_2,CSP+LDA,0.216064453125,0.2515259484864619,12
174,001-2015,30,FgMDM,CSP+LDA,0.022216796875,0.5672546403673075,12
175,001-2015,31,MDM,CSP+LDA,0.989501953125,-0.8738842903686971,12
176,001-2015,32,ACM+MDM(MDOP),CSP+LDA,0.5146484375,-0.0117380382140289,12
177,001-2015,33,ACM+TGSP+SVM(MDOP),CSP+LDA,0.000244140625,1.1075048933925506,12
178,001-2015,34,ShallowConvNet,CSP+LDA,0.0322265625,0.6049722249457785,12
179,001-2015,35,TANG+SVM,CSP+LDA,0.0009765625,0.7200834337087737,12
180,001-2015,36,ACM+MDM(Grid),Cov+EN,0.96630859375,-0.6205696325626284,12
181,001-2015,37,ACM+TGSP+SVM(Grid),Cov+EN,0.000244140625,1.1037139714378144,12
182,001-2015,38,CSP+LDA,Cov+EN,0.999755859375,-1.1034626398613514,12
183,001-2015,39,Cov+EN,Cov+EN,0.000244140625,0.0,12
184,001-2015,40,DeepConvNet,Cov+EN,0.913818359375,-0.43397183607756973,12
185,001-2015,41,EEGNet_8_2,Cov+EN,0.709716796875,-0.26037771343088706,12
186,001-2015,42,FgMDM,Cov+EN,0.993408203125,-0.6756353241342864,12
187,001-2015,43,MDM,Cov+EN,0.999755859375,-1.0676656978790497,12
188,001-2015,44,ACM+MDM(MDOP),Cov+EN,0.98974609375,-0.8303049519347283,12
189,001-2015,45,ACM+TGSP+SVM(MDOP),Cov+EN,0.061767578125,0.4683225459269165,12
190,001-2015,46,ShallowConvNet,Cov+EN,0.393798828125,0.0896452170408788,12
191,001-2015,47,TANG+SVM,Cov+EN,0.93359375,-0.4289945978490293,12
192,001-2015,48,ACM+MDM(Grid),DeepConvNet,0.180419921875,0.30699718619779864,12
193,001-2015,49,ACM+TGSP+SVM(Grid),DeepConvNet,0.000244140625,0.6428225790502318,12
194,001-2015,50,CSP+LDA,DeepConvNet,0.380859375,0.10153508646102495,12
195,001-2015,51,Cov+EN,DeepConvNet,0.086181640625,0.43397183607756973,12
196,001-2015,52,DeepConvNet,DeepConvNet,0.000244140625,0.0,12
197,001-2015,53,EEGNet_8_2,DeepConvNet,0.070556640625,0.45715855355768437,12
198,001-2015,54,FgMDM,DeepConvNet,0.201416015625,0.31582045666364233,12
199,001-2015,55,MDM,DeepConvNet,0.7919921875,-0.23702591099812273,12
200,001-2015,56,ACM+MDM(MDOP),DeepConvNet,0.382080078125,0.10545812677235004,12
201,001-2015,57,ACM+TGSP+SVM(MDOP),DeepConvNet,0.022705078125,0.532675560051461,12
202,001-2015,58,ShallowConvNet,DeepConvNet,0.000244140625,0.8586059081697565,12
203,001-2015,59,TANG+SVM,DeepConvNet,0.12109375,0.4124631566391902,12
204,001-2015,60,ACM+MDM(Grid),EEGNet_8_2,0.4970703125,0.0030969130323619948,12
205,001-2015,61,ACM+TGSP+SVM(Grid),EEGNet_8_2,0.017822265625,0.5299024026380176,12
206,001-2015,62,CSP+LDA,EEGNet_8_2,0.7841796875,-0.2515259484864619,12
207,001-2015,63,Cov+EN,EEGNet_8_2,0.289794921875,0.26037771343088706,12
208,001-2015,64,DeepConvNet,EEGNet_8_2,0.929443359375,-0.45715855355768437,12
209,001-2015,65,EEGNet_8_2,EEGNet_8_2,0.000244140625,0.0,12
210,001-2015,66,FgMDM,EEGNet_8_2,0.469482421875,0.04669423993937706,12
211,001-2015,67,MDM,EEGNet_8_2,0.982177734375,-0.6989212518411716,12
212,001-2015,68,ACM+MDM(MDOP),EEGNet_8_2,0.81591796875,-0.27554408344615433,12
213,001-2015,69,ACM+TGSP+SVM(MDOP),EEGNet_8_2,0.105224609375,0.3696340072885204,12
214,001-2015,70,ShallowConvNet,EEGNet_8_2,0.038818359375,0.5533237344373889,12
215,001-2015,71,TANG+SVM,EEGNet_8_2,0.358154296875,0.18676075353230748,12
216,001-2015,72,ACM+MDM(Grid),FgMDM,0.565673828125,-0.07123131171123112,12
217,001-2015,73,ACM+TGSP+SVM(Grid),FgMDM,0.001220703125,0.9990675539055563,12
218,001-2015,74,CSP+LDA,FgMDM,0.9775390625,-0.5672546403673075,12
219,001-2015,75,Cov+EN,FgMDM,0.006591796875,0.6756353241342864,12
220,001-2015,76,DeepConvNet,FgMDM,0.798583984375,-0.31582045666364233,12
221,001-2015,77,EEGNet_8_2,FgMDM,0.530517578125,-0.04669423993937706,12
222,001-2015,78,FgMDM,FgMDM,0.000244140625,0.0,12
223,001-2015,79,MDM,FgMDM,0.999755859375,-0.8968972278173929,12
224,001-2015,80,ACM+MDM(MDOP),FgMDM,0.9404296875,-0.48033128444087436,12
225,001-2015,81,ACM+TGSP+SVM(MDOP),FgMDM,0.017333984375,0.6939673026517795,12
226,001-2015,82,ShallowConvNet,FgMDM,0.110107421875,0.3783712752691331,12
227,001-2015,83,TANG+SVM,FgMDM,0.0400390625,0.5316586556966694,12
228,001-2015,84,ACM+MDM(Grid),MDM,0.000732421875,1.142431005444861,12
229,001-2015,85,ACM+TGSP+SVM(Grid),MDM,0.000244140625,1.140104561577905,12
230,001-2015,86,CSP+LDA,MDM,0.0107421875,0.8738842903686971,12
231,001-2015,87,Cov+EN,MDM,0.000244140625,1.0676656978790497,12
232,001-2015,88,DeepConvNet,MDM,0.208251953125,0.23702591099812273,12
233,001-2015,89,EEGNet_8_2,MDM,0.01806640625,0.6989212518411716,12
234,001-2015,90,FgMDM,MDM,0.000244140625,0.8968972278173929,12
235,001-2015,91,MDM,MDM,0.000244140625,0.0,12
236,001-2015,92,ACM+MDM(MDOP),MDM,0.001220703125,0.9334090311833733,12
237,001-2015,93,ACM+TGSP+SVM(MDOP),MDM,0.000244140625,1.1222196419152783,12
238,001-2015,94,ShallowConvNet,MDM,0.001953125,0.897464630667001,12
239,001-2015,95,TANG+SVM,MDM,0.000732421875,0.9491007568715955,12
240,001-2015,96,ACM+MDM(Grid),ACM+MDM(MDOP),0.008544921875,0.758093640341639,12
241,001-2015,97,ACM+TGSP+SVM(Grid),ACM+MDM(MDOP),0.001708984375,0.9937126786208257,12
242,001-2015,98,CSP+LDA,ACM+MDM(MDOP),0.4853515625,0.0117380382140289,12
243,001-2015,99,Cov+EN,ACM+MDM(MDOP),0.010498046875,0.8303049519347283,12
244,001-2015,100,DeepConvNet,ACM+MDM(MDOP),0.6181640625,-0.10545812677235004,12
245,001-2015,101,EEGNet_8_2,ACM+MDM(MDOP),0.184326171875,0.27554408344615433,12
246,001-2015,102,FgMDM,ACM+MDM(MDOP),0.0595703125,0.48033128444087436,12
247,001-2015,103,MDM,ACM+MDM(MDOP),0.9990234375,-0.9334090311833733,12
248,001-2015,104,ACM+MDM(MDOP),ACM+MDM(MDOP),0.000244140625,0.0,12
249,001-2015,105,ACM+TGSP+SVM(MDOP),ACM+MDM(MDOP),0.000244140625,1.0460214962920358,12
250,001-2015,106,ShallowConvNet,ACM+MDM(MDOP),0.027099609375,0.6261231639903931,12
251,001-2015,107,TANG+SVM,ACM+MDM(MDOP),0.037109375,0.628245767714337,12
252,001-2015,108,ACM+MDM(Grid),ACM+TGSP+SVM(MDOP),0.998046875,-0.9878860348095885,12
253,001-2015,109,ACM+TGSP+SVM(Grid),ACM+TGSP+SVM(MDOP),0.025146484375,0.653041465378224,12
254,001-2015,110,CSP+LDA,ACM+TGSP+SVM(MDOP),0.999755859375,-1.1075048933925506,12
255,001-2015,111,Cov+EN,ACM+TGSP+SVM(MDOP),0.937744140625,-0.4683225459269165,12
256,001-2015,112,DeepConvNet,ACM+TGSP+SVM(MDOP),0.977294921875,-0.532675560051461,12
257,001-2015,113,EEGNet_8_2,ACM+TGSP+SVM(MDOP),0.894775390625,-0.3696340072885204,12
258,001-2015,114,FgMDM,ACM+TGSP+SVM(MDOP),0.982666015625,-0.6939673026517795,12
259,001-2015,115,MDM,ACM+TGSP+SVM(MDOP),0.999755859375,-1.1222196419152783,12
260,001-2015,116,ACM+MDM(MDOP),ACM+TGSP+SVM(MDOP),0.999755859375,-1.0460214962920358,12
261,001-2015,117,ACM+TGSP+SVM(MDOP),ACM+TGSP+SVM(MDOP),0.000244140625,0.0,12
262,001-2015,118,ShallowConvNet,ACM+TGSP+SVM(MDOP),0.568115234375,-0.06385482805439859,12
263,001-2015,119,TANG+SVM,ACM+TGSP+SVM(MDOP),0.982421875,-0.6306832050728464,12
264,001-2015,120,ACM+MDM(Grid),ShallowConvNet,0.91943359375,-0.4134072187063118,12
265,001-2015,121,ACM+TGSP+SVM(Grid),ShallowConvNet,0.197509765625,0.29232305956993965,12
266,001-2015,122,CSP+LDA,ShallowConvNet,0.9677734375,-0.6049722249457785,12
267,001-2015,123,Cov+EN,ShallowConvNet,0.606201171875,-0.0896452170408788,12
268,001-2015,124,DeepConvNet,ShallowConvNet,0.999755859375,-0.8586059081697565,12
269,001-2015,125,EEGNet_8_2,ShallowConvNet,0.961181640625,-0.5533237344373889,12
270,001-2015,126,FgMDM,ShallowConvNet,0.889892578125,-0.3783712752691331,12
271,001-2015,127,MDM,ShallowConvNet,0.998046875,-0.897464630667001,12
272,001-2015,128,ACM+MDM(MDOP),ShallowConvNet,0.97314453125,-0.6261231639903931,12
273,001-2015,129,ACM+TGSP+SVM(MDOP),ShallowConvNet,0.431884765625,0.06385482805439859,12
274,001-2015,130,ShallowConvNet,ShallowConvNet,0.000244140625,0.0,12
275,001-2015,131,TANG+SVM,ShallowConvNet,0.807861328125,-0.2563537229018837,12
276,001-2015,132,ACM+MDM(Grid),TANG+SVM,0.8701171875,-0.34497697848197845,12
277,001-2015,133,ACM+TGSP+SVM(Grid),TANG+SVM,0.000244140625,1.1353701458814962,12
278,001-2015,134,CSP+LDA,TANG+SVM,0.999267578125,-0.7200834337087737,12
279,001-2015,135,Cov+EN,TANG+SVM,0.065673828125,0.4289945978490293,12
280,001-2015,136,DeepConvNet,TANG+SVM,0.879150390625,-0.4124631566391902,12
281,001-2015,137,EEGNet_8_2,TANG+SVM,0.641845703125,-0.18676075353230748,12
282,001-2015,138,FgMDM,TANG+SVM,0.9599609375,-0.5316586556966694,12
283,001-2015,139,MDM,TANG+SVM,0.99951171875,-0.9491007568715955,12
284,001-2015,140,ACM+MDM(MDOP),TANG+SVM,0.963134765625,-0.628245767714337,12
285,001-2015,141,ACM+TGSP+SVM(MDOP),TANG+SVM,0.017822265625,0.6306832050728464,12
286,001-2015,142,ShallowConvNet,TANG+SVM,0.192138671875,0.2563537229018837,12
287,001-2015,143,TANG+SVM,TANG+SVM,0.000244140625,0.0,12
288,002-2014,0,ACM+MDM(Grid),ACM+MDM(Grid),0.0001,0.0,14
289,002-2014,1,ACM+TGSP+SVM(Grid),ACM+MDM(Grid),0.0001,0.6682421867690072,14
290,002-2014,2,CSP+LDA,ACM+MDM(Grid),0.2646,0.2292081090701089,14
291,002-2014,3,Cov+EN,ACM+MDM(Grid),0.0576,0.39834400746120296,14
292,002-2014,4,DeepConvNet,ACM+MDM(Grid),0.0354,0.4997474849841904,14
293,002-2014,5,EEGNet_8_2,ACM+MDM(Grid),0.1348,0.31393515439150194,14
294,002-2014,6,FgMDM,ACM+MDM(Grid),0.1638,0.2981892686405311,14
295,002-2014,7,MDM,ACM+MDM(Grid),0.9994,-0.8830973812746964,14
296,002-2014,8,ACM+MDM(MDOP),ACM+MDM(Grid),0.9985,-0.8731701680329473,14
297,002-2014,9,ACM+TGSP+SVM(MDOP),ACM+MDM(Grid),0.4091,0.07217258551220064,14
298,002-2014,10,ShallowConvNet,ACM+MDM(Grid),0.0123,0.5999910718241592,14
299,002-2014,11,TANG+SVM,ACM+MDM(Grid),0.0762,0.39624626105915745,14
