,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.918,0.8713368,0.87,0.8698829,78.931786,200.0,0.30646795,3,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,0.9728,0.8958333,0.88,0.8787879,158.37708,200.0,0.6142493,3,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,0.9536,0.9315536,0.93,0.92993695,240.70406,200.0,0.931569,3,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,0.9908,0.9315536,0.93,0.92993695,0.560972,200.0,0.0016443508,3,session_0,14,3,Zhou 2016,Cov+EN
4,0.9704,0.8939394,0.89,0.8897243,1.2554021,200.0,0.0036777318,3,session_1,14,3,Zhou 2016,Cov+EN
5,0.9872,0.94283414,0.94,0.93990386,1.8641369,200.0,0.0054831672,3,session_2,14,3,Zhou 2016,Cov+EN
6,0.984,0.92,0.92,0.92,2.2035036,200.0,0.007086375,3,session_0,14,3,Zhou 2016,CSP+LDA
7,0.9872,0.9407051,0.94,0.939976,2.6511598,200.0,0.008341014,3,session_1,14,3,Zhou 2016,CSP+LDA
8,0.9928,0.93434346,0.93,0.9298246,3.0973642,200.0,0.009611338,3,session_2,14,3,Zhou 2016,CSP+LDA
9,0.9856,0.9181967,0.91,0.9095568,493.33804,200.0,1.9406775,3,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,0.9464,0.8183362,0.8,0.7970779,992.02246,200.0,3.9052248,3,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,0.9788,0.9301721,0.93,0.929993,1501.6891,200.0,5.9044886,3,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,0.9728,0.9114813,0.91,0.9099189,0.31586337,200.0,0.0010665851,3,session_0,14,3,Zhou 2016,FgMDM
13,0.9608,0.860781,0.84,0.83766234,0.7665694,200.0,0.0025893822,3,session_1,14,3,Zhou 2016,FgMDM
14,0.9784,0.8939394,0.89,0.8897243,1.116097,200.0,0.0037922738,3,session_2,14,3,Zhou 2016,FgMDM
15,0.9072,0.87014806,0.87,0.869987,0.24730825,200.0,0.0007876467,3,session_0,14,3,Zhou 2016,MDM
16,0.964,0.88881886,0.87,0.8684077,0.49417925,200.0,0.0015055706,3,session_1,14,3,Zhou 2016,MDM
17,0.9544,0.94283414,0.94,0.93990386,0.74817157,200.0,0.0022306524,3,session_2,14,3,Zhou 2016,MDM
18,0.982,0.9315536,0.93,0.92993695,0.6775727,200.0,0.0019376379,3,session_0,14,3,Zhou 2016,TANG+SVM
19,0.9456,0.7917301,0.73,0.7149192,1.3034842,200.0,0.0037082199,3,session_1,14,3,Zhou 2016,TANG+SVM
20,0.9748,0.9025765,0.9,0.89983976,1.9400053,200.0,0.005496761,3,session_2,14,3,Zhou 2016,TANG+SVM
