,dataset,index,pipe1,pipe2,p,smd,nsub
59,001-2014,59,TANG+SVM,DeepConvNet,0.0703125,0.5581868217108248,9
60,001-2014,60,ACM+MDM(Grid),EEGNet_8_2,0.037109375,0.7248255432853041,9
61,001-2014,61,ACM+TGSP+SVM(Grid),EEGNet_8_2,0.01953125,0.8006314901619914,9
62,001-2014,62,CSP+LDA,EEGNet_8_2,0.0546875,0.6594886718342139,9
63,001-2014,63,Cov+EN,EEGNet_8_2,0.0390625,0.740352169451258,9
64,001-2014,64,DeepConvNet,EEGNet_8_2,0.125,0.4469721045188269,9
65,001-2014,65,EEGNet_8_2,EEGNet_8_2,0.001953125,0.0,9
66,001-2014,66,FgMDM,EEGNet_8_2,0.05859375,0.664216247111862,9
67,001-2014,67,MDM,EEGNet_8_2,0.078125,0.5601291330375894,9
68,001-2014,68,ACM+MDM(MDOP),EEGNet_8_2,0.029296875,0.7405908404057284,9
69,001-2014,69,ACM+TGSP+SVM(MDOP),EEGNet_8_2,0.01953125,0.8181472300790051,9
70,001-2014,70,ShallowConvNet,EEGNet_8_2,0.005859375,0.8671747330312471,9
71,001-2014,71,TANG+SVM,EEGNet_8_2,0.0546875,0.6876863880711265,9
72,001-2014,72,ACM+MDM(Grid),FgMDM,0.052734375,0.5642146081643571,9
73,001-2014,73,ACM+TGSP+SVM(Grid),FgMDM,0.021484375,0.67449748825451,9
74,001-2014,74,CSP+LDA,FgMDM,0.794921875,-0.27885330980392065,9
75,001-2014,75,Cov+EN,FgMDM,0.056640625,0.5858053416346046,9
76,001-2014,76,DeepConvNet,FgMDM,0.896484375,-0.5006129908989804,9
77,001-2014,77,EEGNet_8_2,FgMDM,0.943359375,-0.664216247111862,9
78,001-2014,78,FgMDM,FgMDM,0.001953125,0.0,9
79,001-2014,79,MDM,FgMDM,0.935546875,-0.5792760253002878,9
80,001-2014,80,ACM+MDM(MDOP),FgMDM,0.259765625,0.23869340626034138,9
81,001-2014,81,ACM+TGSP+SVM(MDOP),FgMDM,0.06640625,0.5487218855731701,9
82,001-2014,82,ShallowConvNet,FgMDM,0.2265625,0.2612270932493349,9
83,001-2014,83,TANG+SVM,FgMDM,0.1953125,0.31522797885057235,9
84,001-2014,84,ACM+MDM(Grid),MDM,0.00390625,0.6853913005593565,9
85,001-2014,85,ACM+TGSP+SVM(Grid),MDM,0.001953125,0.8060110534958582,9
86,001-2014,86,CSP+LDA,MDM,0.111328125,0.4515293727555489,9
87,001-2014,87,Cov+EN,MDM,0.001953125,1.2387786107104415,9
88,001-2014,88,DeepConvNet,MDM,0.87109375,-0.33038621551305036,9
89,001-2014,89,EEGNet_8_2,MDM,0.923828125,-0.5601291330375894,9
90,001-2014,90,FgMDM,MDM,0.06640625,0.5792760253002878,9
91,001-2014,91,MDM,MDM,0.001953125,0.0,9
92,001-2014,92,ACM+MDM(MDOP),MDM,0.001953125,1.4977095552093258,9
93,001-2014,93,ACM+TGSP+SVM(MDOP),MDM,0.001953125,1.5879193956797,9
94,001-2014,94,ShallowConvNet,MDM,0.0234375,0.8199291800263675,9
95,001-2014,95,TANG+SVM,MDM,0.021484375,0.7661039435996859,9
96,001-2014,96,ACM+MDM(Grid),ACM+MDM(MDOP),0.12109375,0.38325627099091886,9
97,001-2014,97,ACM+TGSP+SVM(Grid),ACM+MDM(MDOP),0.001953125,0.5428303465153246,9
98,001-2014,98,CSP+LDA,ACM+MDM(MDOP),0.8984375,-0.45134237578705844,9
99,001-2014,99,Cov+EN,ACM+MDM(MDOP),0.283203125,0.19990091472921082,9
100,001-2014,100,DeepConvNet,ACM+MDM(MDOP),0.9375,-0.5656066445026899,9
101,001-2014,101,EEGNet_8_2,ACM+MDM(MDOP),0.97265625,-0.7405908404057284,9
102,001-2014,102,FgMDM,ACM+MDM(MDOP),0.7421875,-0.23869340626034138,9
103,001-2014,103,MDM,ACM+MDM(MDOP),0.998046875,-1.4977095552093258,9
104,001-2014,104,ACM+MDM(MDOP),ACM+MDM(MDOP),0.001953125,0.0,9
105,001-2014,105,ACM+TGSP+SVM(MDOP),ACM+MDM(MDOP),0.001953125,1.34828977146137,9
106,001-2014,106,ShallowConvNet,ACM+MDM(MDOP),0.310546875,0.18152321713493116,9
107,001-2014,107,TANG+SVM,ACM+MDM(MDOP),0.646484375,-0.10174333201719846,9
108,001-2014,108,ACM+MDM(Grid),ACM+TGSP+SVM(MDOP),0.388671875,0.2326944135066313,9
109,001-2014,109,ACM+TGSP+SVM(Grid),ACM+TGSP+SVM(MDOP),0.05078125,0.4005050405763524,9
110,001-2014,110,CSP+LDA,ACM+TGSP+SVM(MDOP),0.98046875,-0.7472068851275927,9
111,001-2014,111,Cov+EN,ACM+TGSP+SVM(MDOP),0.791015625,-0.34762911328070994,9
112,001-2014,112,DeepConvNet,ACM+TGSP+SVM(MDOP),0.98046875,-0.6604141014803145,9
113,001-2014,113,EEGNet_8_2,ACM+TGSP+SVM(MDOP),0.982421875,-0.8181472300790051,9
114,001-2014,114,FgMDM,ACM+TGSP+SVM(MDOP),0.935546875,-0.5487218855731701,9
115,001-2014,115,MDM,ACM+TGSP+SVM(MDOP),0.998046875,-1.5879193956797,9
116,001-2014,116,ACM+MDM(MDOP),ACM+TGSP+SVM(MDOP),0.998046875,-1.34828977146137,9
117,001-2014,117,ACM+TGSP+SVM(MDOP),ACM+TGSP+SVM(MDOP),0.001953125,0.0,9
118,001-2014,118,ShallowConvNet,ACM+TGSP+SVM(MDOP),0.626953125,-0.10811051282635706,9
119,001-2014,119,TANG+SVM,ACM+TGSP+SVM(MDOP),0.900390625,-0.46082049973312045,9
120,001-2014,120,ACM+MDM(Grid),ShallowConvNet,0.294921875,0.22113631823430757,9
121,001-2014,121,ACM+TGSP+SVM(Grid),ShallowConvNet,0.18359375,0.37062094818228697,9
122,001-2014,122,CSP+LDA,ShallowConvNet,0.884765625,-0.4361224919435192,9
123,001-2014,123,Cov+EN,ShallowConvNet,0.55859375,-0.06380934335201432,9
124,001-2014,124,DeepConvNet,ShallowConvNet,0.984375,-0.7564993321024895,9
125,001-2014,125,EEGNet_8_2,ShallowConvNet,0.99609375,-0.8671747330312471,9
126,001-2014,126,FgMDM,ShallowConvNet,0.775390625,-0.2612270932493349,9
127,001-2014,127,MDM,ShallowConvNet,0.978515625,-0.8199291800263675,9
128,001-2014,128,ACM+MDM(MDOP),ShallowConvNet,0.69140625,-0.18152321713493116,9
129,001-2014,129,ACM+TGSP+SVM(MDOP),ShallowConvNet,0.375,0.10811051282635706,9
130,001-2014,130,ShallowConvNet,ShallowConvNet,0.001953125,0.0,9
131,001-2014,131,TANG+SVM,ShallowConvNet,0.736328125,-0.20000468624915343,9
132,001-2014,132,ACM+MDM(Grid),TANG+SVM,0.044921875,0.5365764120379044,9
133,001-2014,133,ACM+TGSP+SVM(Grid),TANG+SVM,0.01171875,0.6801739141252309,9
134,001-2014,134,CSP+LDA,TANG+SVM,0.921875,-0.5105056592860296,9
135,001-2014,135,Cov+EN,TANG+SVM,0.16015625,0.34776519421662894,9
136,001-2014,136,DeepConvNet,TANG+SVM,0.931640625,-0.5581868217108248,9
137,001-2014,137,EEGNet_8_2,TANG+SVM,0.947265625,-0.6876863880711265,9
138,001-2014,138,FgMDM,TANG+SVM,0.806640625,-0.31522797885057235,9
139,001-2014,139,MDM,TANG+SVM,0.98046875,-0.7661039435996859,9
140,001-2014,140,ACM+MDM(MDOP),TANG+SVM,0.35546875,0.10174333201719846,9
141,001-2014,141,ACM+TGSP+SVM(MDOP),TANG+SVM,0.1015625,0.46082049973312045,9
142,001-2014,142,ShallowConvNet,TANG+SVM,0.265625,0.20000468624915343,9
143,001-2014,143,TANG+SVM,TANG+SVM,0.001953125,0.0,9
