,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.998,0.9807692,0.98,0.979992,80.30708,201.0,0.31319577,3,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,0.92156863,0.8203843,0.8007843,0.79864436,160.88387,200.0,0.6265435,3,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,0.9684,0.900641,0.9,0.89996,243.63452,201.0,0.948599,3,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,0.9912,0.96073717,0.96,0.959984,0.6838119,201.0,0.0021080114,3,session_0,14,3,Zhou 2016,Cov+EN
4,0.967451,0.8836675,0.86019605,0.85905105,1.2521367,200.0,0.0038829953,3,session_1,14,3,Zhou 2016,Cov+EN
5,0.9892,0.95018005,0.95,0.949995,1.9721601,201.0,0.006064795,3,session_2,14,3,Zhou 2016,Cov+EN
6,0.9784,0.9206731,0.92,0.919968,2.096026,201.0,0.006917013,3,session_0,14,3,Zhou 2016,CSP+LDA
7,0.95843136,0.9044715,0.8901961,0.8900109,2.5360794,200.0,0.0082407985,3,session_1,14,3,Zhou 2016,CSP+LDA
8,0.9876,0.9407051,0.94,0.939976,2.9773662,201.0,0.0095303515,3,session_2,14,3,Zhou 2016,CSP+LDA
9,1.0,0.99019605,0.99,0.989999,501.46042,201.0,1.9914463,3,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,0.97294116,0.85249555,0.8101961,0.80571026,995.2389,200.0,3.9616413,3,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,0.9892,0.9206731,0.92,0.919968,1506.8594,201.0,6.0007434,3,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,0.9776,0.94,0.94,0.94,0.4436078,201.0,0.0014746228,3,session_0,14,3,Zhou 2016,FgMDM
13,0.96431375,0.8839431,0.87039214,0.8700129,0.8551941,200.0,0.0028947024,3,session_1,14,3,Zhou 2016,FgMDM
14,0.99,0.9181967,0.91,0.9095568,1.2695422,201.0,0.004327387,3,session_2,14,3,Zhou 2016,FgMDM
15,0.9976,0.9701881,0.97,0.969997,0.25831723,201.0,0.0008193269,3,session_0,14,3,Zhou 2016,MDM
16,0.8964706,0.84288615,0.8307843,0.83001685,0.51746583,200.0,0.0016011788,3,session_1,14,3,Zhou 2016,MDM
17,0.9588,0.880609,0.88,0.87995195,0.77694345,201.0,0.0023734001,3,session_2,14,3,Zhou 2016,MDM
18,0.982,0.9310345,0.92,0.9194847,0.66292715,201.0,0.00197362,3,session_0,14,3,Zhou 2016,TANG+SVM
19,0.9772549,0.85915494,0.8,0.79303277,1.3029628,200.0,0.0038261202,3,session_1,14,3,Zhou 2016,TANG+SVM
20,0.9924,0.93434346,0.93,0.9298246,1.9467988,201.0,0.0057256036,3,session_2,14,3,Zhou 2016,TANG+SVM
