,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.79333335,0.805772,0.79333335,0.79338205,53.7375,150.0,1.0239983,3,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,0.71548384,0.7300265,0.7145454,0.71444404,53.786217,151.0,1.0262074,3,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,0.81333333,0.83974874,0.81333333,0.8134263,53.114624,150.0,1.015587,3,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,0.88666666,0.8927946,0.88666666,0.8861391,0.36751086,150.0,0.005613239,3,session_0,14,3,Zhou 2016,Cov+EN
4,0.8675269,0.872151,0.8666667,0.86552364,0.33399177,151.0,0.0051873405,3,session_1,14,3,Zhou 2016,Cov+EN
5,0.91333336,0.922467,0.91333336,0.913983,0.25311866,150.0,0.0039940123,3,session_2,14,3,Zhou 2016,Cov+EN
6,0.88,0.8963636,0.88,0.87869537,2.2178407,150.0,0.03263155,3,session_0,14,3,Zhou 2016,CSP+LDA
7,0.8475269,0.8611531,0.8466667,0.84637415,1.9154059,151.0,0.027999105,3,session_1,14,3,Zhou 2016,CSP+LDA
8,0.9,0.91334,0.9,0.89951676,1.7106817,150.0,0.025824867,3,session_2,14,3,Zhou 2016,CSP+LDA
9,0.8933333,0.9073665,0.8933333,0.891935,289.05432,150.0,5.672229,3,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,0.8212903,0.82882637,0.8212121,0.8199309,292.95978,151.0,5.7536216,3,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,0.88666666,0.8913805,0.88666666,0.8870388,289.85284,150.0,5.693797,3,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,0.88,0.89085084,0.88,0.87920314,0.15602174,150.0,0.0021035469,3,session_0,14,3,Zhou 2016,FgMDM
13,0.82107526,0.8346587,0.82060605,0.8210718,0.15674515,151.0,0.0021402447,3,session_1,14,3,Zhou 2016,FgMDM
14,0.92,0.93167573,0.92,0.9201287,0.15867892,150.0,0.0022100778,3,session_2,14,3,Zhou 2016,FgMDM
15,0.7733333,0.7893819,0.7733333,0.77267486,0.13390669,150.0,0.0018172024,3,session_0,14,3,Zhou 2016,MDM
16,0.6227957,0.65035224,0.6218182,0.62150085,0.13503718,151.0,0.0018481036,3,session_1,14,3,Zhou 2016,MDM
17,0.8,0.81946903,0.8,0.80091023,0.13401213,150.0,0.001857224,3,session_2,14,3,Zhou 2016,MDM
18,0.9066667,0.9145882,0.9066667,0.90701556,0.3419825,150.0,0.0052708676,3,session_0,14,3,Zhou 2016,TANG+SVM
19,0.82064515,0.82997113,0.82060605,0.8190373,0.31379715,151.0,0.0047857603,3,session_1,14,3,Zhou 2016,TANG+SVM
20,0.8933333,0.90703183,0.8933333,0.8939023,0.2839068,150.0,0.0046179136,3,session_2,14,3,Zhou 2016,TANG+SVM
