,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.97,0.91502523,0.91,0.9094706,22.818663,100.0,0.5797487,3,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,0.932,0.8843726,0.87,0.86860317,21.970211,100.0,0.57078046,3,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,0.952,0.90340906,0.89,0.88896483,23.413849,100.0,0.782627,3,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,0.994,0.9443182,0.94,0.9395458,0.25054717,100.0,0.0053861337,3,session_0,14,3,Zhou 2016,Cov+EN
4,0.99,0.9251515,0.92,0.9197478,0.252078,100.0,0.0053664413,3,session_1,14,3,Zhou 2016,Cov+EN
5,0.996,0.9727273,0.97,0.9699248,0.25049767,100.0,0.0054112594,3,session_2,14,3,Zhou 2016,Cov+EN
6,0.986,0.9443182,0.94,0.9395458,0.5470667,100.0,0.012416466,3,session_0,14,3,Zhou 2016,CSP+LDA
7,0.992,0.9360606,0.93,0.9297228,0.30540103,100.0,0.0064282115,3,session_1,14,3,Zhou 2016,CSP+LDA
8,0.99,0.9451515,0.94,0.93974787,0.29854664,100.0,0.0063977395,3,session_2,14,3,Zhou 2016,CSP+LDA
9,0.988,0.9352273,0.93,0.9295208,109.87051,100.0,2.910623,3,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,0.98,0.89737374,0.89,0.88952076,109.46824,100.0,2.8900077,3,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,1.0,0.94848484,0.94,0.9395458,114.709366,100.0,3.5863671,3,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,0.974,0.9311655,0.92,0.9190824,0.12067318,100.0,0.0024148682,3,session_0,14,3,Zhou 2016,FgMDM
13,0.984,0.92676765,0.92,0.9196476,0.12818642,100.0,0.003450449,3,session_1,14,3,Zhou 2016,FgMDM
14,0.988,0.93757576,0.93,0.9295709,0.12597632,100.0,0.0037089763,3,session_2,14,3,Zhou 2016,FgMDM
15,0.968,0.8666162,0.86,0.85909164,0.10357966,100.0,0.0021120175,3,session_0,14,3,Zhou 2016,MDM
16,0.914,0.87038654,0.85,0.8479377,0.08459196,100.0,0.0017866665,3,session_1,14,3,Zhou 2016,MDM
17,0.954,0.90090907,0.89,0.8893689,0.10567951,100.0,0.0029822567,3,session_2,14,3,Zhou 2016,MDM
18,0.978,0.9325253,0.93,0.92987466,0.28483963,100.0,0.006105017,3,session_0,14,3,Zhou 2016,TANG+SVM
19,0.986,0.9049495,0.9,0.8996977,0.28127113,100.0,0.0059673307,3,session_1,14,3,Zhou 2016,TANG+SVM
20,0.992,0.94343436,0.94,0.9398496,0.27634487,100.0,0.0059789363,3,session_2,14,3,Zhou 2016,TANG+SVM
