,Unnamed: 0,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0,0.9141667,0.8428571,0.8333333,0.8321678,18.902126,600.0,0.06935733,1,session_0,3,5,004-2014,ACM+MDM(Grid)
1,1,0.81916666,0.77183765,0.7083333,0.69024265,37.450665,600.0,0.13791995,1,session_1,3,5,004-2014,ACM+MDM(Grid)
2,2,0.853125,0.7582728,0.7,0.68206656,55.092995,560.0,0.2026982,1,session_2,3,5,004-2014,ACM+MDM(Grid)
3,3,0.9267188,0.80334085,0.73125,0.71427387,72.52579,560.0,0.2669091,1,session_3,3,5,004-2014,ACM+MDM(Grid)
4,4,0.8765625,0.73295647,0.60625,0.5442832,90.28411,560.0,0.33201984,1,session_4,3,5,004-2014,ACM+MDM(Grid)
5,5,0.8713889,0.75641024,0.73333335,0.7271952,0.43818426,600.0,0.0012497278,1,session_0,3,5,004-2014,Cov+EN
6,6,0.7416667,0.6748095,0.60833335,0.56718594,0.87015915,600.0,0.002458116,1,session_1,3,5,004-2014,Cov+EN
7,7,0.8784375,0.8030303,0.675,0.6366177,1.2861316,560.0,0.0035894131,1,session_2,3,5,004-2014,Cov+EN
8,8,0.92640626,0.8481625,0.8375,0.83624625,1.7039759,560.0,0.0047186525,1,session_3,3,5,004-2014,Cov+EN
9,9,0.796875,0.75714284,0.6125,0.5490909,2.1243703,560.0,0.0058529554,1,session_4,3,5,004-2014,Cov+EN
10,10,0.8602778,0.7754036,0.7416667,0.73350525,2.2284725,600.0,0.007204233,1,session_0,3,5,004-2014,CSP+LDA
11,11,0.74333334,0.68,0.6,0.55,2.7772412,600.0,0.008822613,1,session_1,3,5,004-2014,CSP+LDA
12,12,0.88328123,0.7635046,0.625,0.5682677,3.300368,560.0,0.010296671,1,session_2,3,5,004-2014,CSP+LDA
13,13,0.9228125,0.8466667,0.825,0.82222223,3.8351,560.0,0.011799598,1,session_3,3,5,004-2014,CSP+LDA
14,14,0.8154687,0.7758621,0.59375,0.51345026,4.3680916,560.0,0.013311914,1,session_4,3,5,004-2014,CSP+LDA
15,15,0.92444444,0.85633487,0.85,0.84933037,101.02887,600.0,0.37739065,1,session_0,3,5,004-2014,ACM+TGSP+SVM(Grid)
16,16,0.8361111,0.76936024,0.76666665,0.76608187,201.48811,600.0,0.75434333,1,session_1,3,5,004-2014,ACM+TGSP+SVM(Grid)
17,17,0.9321875,0.8162346,0.76875,0.7597305,289.0223,560.0,1.0904149,1,session_2,3,5,004-2014,ACM+TGSP+SVM(Grid)
