,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.912,0.84904426,0.84,0.8390839,23.751959,100.0,0.77554435,2,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,0.76296294,0.7067749,0.7,0.69687825,21.639635,90.0,0.70703465,2,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,0.93,0.88900435,0.87,0.86790425,23.348951,100.0,0.7625823,2,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,0.918,0.8377525,0.83,0.82911825,0.27306467,100.0,0.006590238,2,session_0,14,3,Zhou 2016,Cov+EN
4,0.75061727,0.6892533,0.67777777,0.6719206,3.5091312,90.0,0.09088915,2,session_1,14,3,Zhou 2016,Cov+EN
5,0.908,0.8169192,0.81,0.8089162,0.2496613,100.0,0.007258954,2,session_2,14,3,Zhou 2016,Cov+EN
6,0.878,0.78988373,0.77,0.7665278,0.86319846,100.0,0.021434244,2,session_0,14,3,Zhou 2016,CSP+LDA
7,0.6691358,0.6652994,0.65555555,0.6505317,0.2854839,90.0,0.006186912,2,session_1,14,3,Zhou 2016,CSP+LDA
8,0.908,0.81313133,0.81,0.8095238,0.30710784,100.0,0.008908316,2,session_2,14,3,Zhou 2016,CSP+LDA
9,0.936,0.8572619,0.84,0.83772725,116.5557,100.0,3.8996742,2,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,0.7975309,0.7927156,0.76666665,0.7631277,104.657425,90.0,3.4690163,2,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,0.948,0.8445455,0.84,0.83959746,111.69236,100.0,3.70234,2,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,0.894,0.81558025,0.8,0.797554,0.1361107,100.0,0.0037174067,2,session_0,14,3,Zhou 2016,FgMDM
13,0.74814814,0.67290765,0.6666667,0.6624682,0.12044068,90.0,0.0034233967,2,session_1,14,3,Zhou 2016,FgMDM
14,0.9,0.8214141,0.82,0.8198496,0.14111738,100.0,0.0039768717,2,session_2,14,3,Zhou 2016,FgMDM
15,0.898,0.8332615,0.82,0.81857806,0.08650608,100.0,0.0020590555,2,session_0,14,3,Zhou 2016,MDM
16,0.7160494,0.6356205,0.6333333,0.62916124,0.10913243,90.0,0.0030660818,2,session_1,14,3,Zhou 2016,MDM
17,0.928,0.86186147,0.85,0.84727293,0.11186643,100.0,0.0031721443,2,session_2,14,3,Zhou 2016,MDM
18,0.91,0.8257967,0.8,0.79608786,0.30116087,100.0,0.0072121113,2,session_0,14,3,Zhou 2016,TANG+SVM
19,0.7432099,0.6991889,0.6888889,0.68160987,0.27130055,90.0,0.007902243,2,session_1,14,3,Zhou 2016,TANG+SVM
20,0.904,0.81757134,0.81,0.8084982,0.27482486,100.0,0.008022132,2,session_2,14,3,Zhou 2016,TANG+SVM
