,dataset,index,pipe1,pipe2,p,smd,nsub
37,001-2014,37,ACM+TGSP+SVM(Grid),Cov+EN,0.017578125,0.5373568145272689,9
38,001-2014,38,CSP+LDA,Cov+EN,0.994140625,-0.6577125134008998,9
39,001-2014,39,Cov+EN,Cov+EN,0.001953125,0.0,9
40,001-2014,40,DeepConvNet,Cov+EN,0.9765625,-0.6842543647067808,9
41,001-2014,41,EEGNet_8_2,Cov+EN,0.9765625,-0.6765198776222989,9
42,001-2014,42,FgMDM,Cov+EN,0.837890625,-0.3491152386146726,9
43,001-2014,43,MDM,Cov+EN,0.998046875,-0.8450772525927159,9
44,001-2014,44,ACM+MDM(MDOP),Cov+EN,0.974609375,-0.8682033545217883,9
45,001-2014,45,ACM+TGSP+SVM(MDOP),Cov+EN,0.912109375,-0.5092353297141383,9
46,001-2014,46,ShallowConvNet,Cov+EN,0.873046875,-0.43366792780146,9
47,001-2014,47,TANG+SVM,Cov+EN,0.50390625,-0.008452355335779775,9
48,001-2014,48,ACM+MDM(Grid),DeepConvNet,0.06640625,0.5441629766012166,9
49,001-2014,49,ACM+TGSP+SVM(Grid),DeepConvNet,0.01953125,0.6556175575189878,9
50,001-2014,50,CSP+LDA,DeepConvNet,0.166015625,0.3717698525557106,9
51,001-2014,51,Cov+EN,DeepConvNet,0.025390625,0.6842543647067808,9
52,001-2014,52,DeepConvNet,DeepConvNet,0.001953125,0.0,9
53,001-2014,53,EEGNet_8_2,DeepConvNet,0.62890625,-0.09071505525341478,9
54,001-2014,54,FgMDM,DeepConvNet,0.02734375,0.658162753976157,9
55,001-2014,55,MDM,DeepConvNet,0.158203125,0.3761274282085786,9
56,001-2014,56,ACM+MDM(MDOP),DeepConvNet,0.09375,0.5325079085856302,9
57,001-2014,57,ACM+TGSP+SVM(MDOP),DeepConvNet,0.044921875,0.6562487056837992,9
58,001-2014,58,ShallowConvNet,DeepConvNet,0.125,0.48970764058596405,9
59,001-2014,59,TANG+SVM,DeepConvNet,0.025390625,0.7199496008841227,9
60,001-2014,60,ACM+MDM(Grid),EEGNet_8_2,0.0546875,0.5351009936408039,9
61,001-2014,61,ACM+TGSP+SVM(Grid),EEGNet_8_2,0.013671875,0.6417006585239291,9
62,001-2014,62,CSP+LDA,EEGNet_8_2,0.0625,0.6213621053692002,9
63,001-2014,63,Cov+EN,EEGNet_8_2,0.025390625,0.6765198776222989,9
64,001-2014,64,DeepConvNet,EEGNet_8_2,0.373046875,0.09071505525341478,9
65,001-2014,65,EEGNet_8_2,EEGNet_8_2,0.001953125,0.0,9
66,001-2014,66,FgMDM,EEGNet_8_2,0.056640625,0.6243124757320473,9
67,001-2014,67,MDM,EEGNet_8_2,0.08984375,0.4553856608470345,9
68,001-2014,68,ACM+MDM(MDOP),EEGNet_8_2,0.0546875,0.5648303371198653,9
69,001-2014,69,ACM+TGSP+SVM(MDOP),EEGNet_8_2,0.0390625,0.6644247711323731,9
70,001-2014,70,ShallowConvNet,EEGNet_8_2,0.109375,0.46824145844585324,9
71,001-2014,71,TANG+SVM,EEGNet_8_2,0.05859375,0.6757003893407308,9
72,001-2014,72,ACM+MDM(Grid),FgMDM,0.404296875,0.1985240100216181,9
73,001-2014,73,ACM+TGSP+SVM(Grid),FgMDM,0.00390625,0.5884011292250094,9
74,001-2014,74,CSP+LDA,FgMDM,0.955078125,-0.5979583851539012,9
75,001-2014,75,Cov+EN,FgMDM,0.1640625,0.3491152386146726,9
76,001-2014,76,DeepConvNet,FgMDM,0.974609375,-0.658162753976157,9
77,001-2014,77,EEGNet_8_2,FgMDM,0.9453125,-0.6243124757320473,9
78,001-2014,78,FgMDM,FgMDM,0.001953125,0.0,9
79,001-2014,79,MDM,FgMDM,0.96875,-0.6972954162795335,9
80,001-2014,80,ACM+MDM(MDOP),FgMDM,0.94140625,-0.6130353196018096,9
81,001-2014,81,ACM+TGSP+SVM(MDOP),FgMDM,0.7109375,-0.19919014849285985,9
82,001-2014,82,ShallowConvNet,FgMDM,0.82421875,-0.3689800580495363,9
83,001-2014,83,TANG+SVM,FgMDM,0.03125,0.6570047141987657,9
84,001-2014,84,ACM+MDM(Grid),MDM,0.03125,0.5958538486749924,9
85,001-2014,85,ACM+TGSP+SVM(Grid),MDM,0.001953125,0.7521928471393369,9
86,001-2014,86,CSP+LDA,MDM,0.560546875,-0.1910812788361921,9
87,001-2014,87,Cov+EN,MDM,0.001953125,0.8450772525927159,9
88,001-2014,88,DeepConvNet,MDM,0.84375,-0.3761274282085786,9
89,001-2014,89,EEGNet_8_2,MDM,0.912109375,-0.4553856608470345,9
90,001-2014,90,FgMDM,MDM,0.033203125,0.6972954162795335,9
91,001-2014,91,MDM,MDM,0.001953125,0.0,9
92,001-2014,92,ACM+MDM(MDOP),MDM,0.02734375,0.6661745625474538,9
93,001-2014,93,ACM+TGSP+SVM(MDOP),MDM,0.001953125,0.85939408548074,9
94,001-2014,94,ShallowConvNet,MDM,0.37109375,0.1104349360572625,9
95,001-2014,95,TANG+SVM,MDM,0.01171875,0.7936207691701721,9
96,001-2014,96,ACM+MDM(Grid),ACM+MDM(MDOP),0.05078125,0.44255466610019056,9
97,001-2014,97,ACM+TGSP+SVM(Grid),ACM+MDM(MDOP),0.001953125,0.7115758181882167,9
98,001-2014,98,CSP+LDA,ACM+MDM(MDOP),0.908203125,-0.478823937447869,9
99,001-2014,99,Cov+EN,ACM+MDM(MDOP),0.02734375,0.8682033545217883,9
100,001-2014,100,DeepConvNet,ACM+MDM(MDOP),0.908203125,-0.5325079085856302,9
101,001-2014,101,EEGNet_8_2,ACM+MDM(MDOP),0.947265625,-0.5648303371198653,9
102,001-2014,102,FgMDM,ACM+MDM(MDOP),0.060546875,0.6130353196018096,9
103,001-2014,103,MDM,ACM+MDM(MDOP),0.974609375,-0.6661745625474538,9
104,001-2014,104,ACM+MDM(MDOP),ACM+MDM(MDOP),0.001953125,0.0,9
105,001-2014,105,ACM+TGSP+SVM(MDOP),ACM+MDM(MDOP),0.001953125,1.2380502056316414,9
106,001-2014,106,ShallowConvNet,ACM+MDM(MDOP),0.63671875,-0.2020948869462885,9
107,001-2014,107,TANG+SVM,ACM+MDM(MDOP),0.041015625,0.7468361140980246,9
108,001-2014,108,ACM+MDM(Grid),ACM+TGSP+SVM(MDOP),0.451171875,0.2428566867529946,9
109,001-2014,109,ACM+TGSP+SVM(Grid),ACM+TGSP+SVM(MDOP),0.00390625,0.5722454420799967,9
110,001-2014,110,CSP+LDA,ACM+TGSP+SVM(MDOP),0.990234375,-0.6446550826423143,9
111,001-2014,111,Cov+EN,ACM+TGSP+SVM(MDOP),0.08984375,0.5092353297141383,9
112,001-2014,112,DeepConvNet,ACM+TGSP+SVM(MDOP),0.955078125,-0.6562487056837992,9
113,001-2014,113,EEGNet_8_2,ACM+TGSP+SVM(MDOP),0.962890625,-0.6644247711323731,9
114,001-2014,114,FgMDM,ACM+TGSP+SVM(MDOP),0.291015625,0.19919014849285985,9
115,001-2014,115,MDM,ACM+TGSP+SVM(MDOP),0.998046875,-0.85939408548074,9
116,001-2014,116,ACM+MDM(MDOP),ACM+TGSP+SVM(MDOP),0.998046875,-1.2380502056316414,9
117,001-2014,117,ACM+TGSP+SVM(MDOP),ACM+TGSP+SVM(MDOP),0.001953125,0.0,9
118,001-2014,118,ShallowConvNet,ACM+TGSP+SVM(MDOP),0.80859375,-0.35090749064118004,9
119,001-2014,119,TANG+SVM,ACM+TGSP+SVM(MDOP),0.125,0.43091152307558855,9
120,001-2014,120,ACM+MDM(Grid),ShallowConvNet,0.18359375,0.42150072819204926,9
121,001-2014,121,ACM+TGSP+SVM(Grid),ShallowConvNet,0.060546875,0.5519500380941973,9
122,001-2014,122,CSP+LDA,ShallowConvNet,0.75,-0.20673608117453998,9
123,001-2014,123,Cov+EN,ShallowConvNet,0.12890625,0.43366792780146,9
124,001-2014,124,DeepConvNet,ShallowConvNet,0.876953125,-0.48970764058596405,9
125,001-2014,125,EEGNet_8_2,ShallowConvNet,0.892578125,-0.46824145844585324,9
126,001-2014,126,FgMDM,ShallowConvNet,0.177734375,0.3689800580495363,9
127,001-2014,127,MDM,ShallowConvNet,0.630859375,-0.1104349360572625,9
128,001-2014,128,ACM+MDM(MDOP),ShallowConvNet,0.365234375,0.2020948869462885,9
129,001-2014,129,ACM+TGSP+SVM(MDOP),ShallowConvNet,0.193359375,0.35090749064118004,9
130,001-2014,130,ShallowConvNet,ShallowConvNet,0.001953125,0.0,9
131,001-2014,131,TANG+SVM,ShallowConvNet,0.107421875,0.4333891716666313,9
132,001-2014,132,ACM+MDM(Grid),TANG+SVM,0.46875,0.10857194866023777,9
133,001-2014,133,ACM+TGSP+SVM(Grid),TANG+SVM,0.037109375,0.4944027363685366,9
134,001-2014,134,CSP+LDA,TANG+SVM,0.98046875,-0.6704749134493924,9
135,001-2014,135,Cov+EN,TANG+SVM,0.498046875,0.008452355335779775,9
136,001-2014,136,DeepConvNet,TANG+SVM,0.9765625,-0.7199496008841227,9
137,001-2014,137,EEGNet_8_2,TANG+SVM,0.943359375,-0.6757003893407308,9
138,001-2014,138,FgMDM,TANG+SVM,0.970703125,-0.6570047141987657,9
139,001-2014,139,MDM,TANG+SVM,0.990234375,-0.7936207691701721,9
140,001-2014,140,ACM+MDM(MDOP),TANG+SVM,0.9609375,-0.7468361140980246,9
141,001-2014,141,ACM+TGSP+SVM(MDOP),TANG+SVM,0.876953125,-0.43091152307558855,9
142,001-2014,142,ShallowConvNet,TANG+SVM,0.89453125,-0.4333891716666313,9
143,001-2014,143,TANG+SVM,TANG+SVM,0.001953125,0.0,9
