,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.8466667,0.85353976,0.8466667,0.84488076,45.37558,150.0,2.988535,2,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,0.77037036,0.7837734,0.77037036,0.76343656,42.023968,135.0,2.779293,2,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,0.84,0.85907423,0.84,0.83966315,44.04436,150.0,2.8674517,2,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,0.8333333,0.83817405,0.8333333,0.8325526,0.38627806,150.0,0.024576576,2,session_0,14,3,Zhou 2016,Cov+EN
4,0.76296294,0.77938193,0.76296294,0.7574364,0.37900734,135.0,0.024789792,2,session_1,14,3,Zhou 2016,Cov+EN
5,0.82,0.8294781,0.82,0.8192024,0.37653297,150.0,0.024037955,2,session_2,14,3,Zhou 2016,Cov+EN
6,0.79333335,0.80321306,0.79333335,0.79035884,2.1855295,150.0,0.13700432,2,session_0,14,3,Zhou 2016,CSP+LDA
7,0.7407407,0.7419203,0.7407407,0.7217005,1.5372179,135.0,0.095690526,2,session_1,14,3,Zhou 2016,CSP+LDA
8,0.8333333,0.8422727,0.8333333,0.8347394,1.6557903,150.0,0.10373561,2,session_2,14,3,Zhou 2016,CSP+LDA
9,0.8066667,0.8105772,0.8066667,0.8054639,187.14392,150.0,12.638439,2,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,0.8074074,0.8188336,0.8074074,0.80609524,164.5631,135.0,11.10649,2,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,0.86,0.8812088,0.86,0.86131436,179.84529,150.0,12.0465555,2,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,0.8,0.81169313,0.8,0.7993723,0.17254539,150.0,0.010698876,2,session_0,14,3,Zhou 2016,FgMDM
13,0.77037036,0.7743349,0.77037036,0.7650564,0.16176248,135.0,0.010225639,2,session_1,14,3,Zhou 2016,FgMDM
14,0.8466667,0.8511953,0.8466667,0.84660995,0.16806522,150.0,0.00997807,2,session_2,14,3,Zhou 2016,FgMDM
15,0.81333333,0.82183295,0.81333333,0.8097539,0.13281617,150.0,0.0082992865,2,session_0,14,3,Zhou 2016,MDM
16,0.6962963,0.6919697,0.6962963,0.6731782,0.1420106,135.0,0.008972459,2,session_1,14,3,Zhou 2016,MDM
17,0.84,0.8583165,0.84,0.83836305,0.13335462,150.0,0.007961695,2,session_2,14,3,Zhou 2016,MDM
18,0.82666665,0.84131074,0.82666665,0.82454365,0.43524528,150.0,0.027238099,2,session_0,14,3,Zhou 2016,TANG+SVM
19,0.8,0.8097558,0.8,0.7916293,0.3933571,135.0,0.025520602,2,session_1,14,3,Zhou 2016,TANG+SVM
20,0.82666665,0.83570707,0.82666665,0.8281168,0.4142959,150.0,0.026174353,2,session_2,14,3,Zhou 2016,TANG+SVM
